Date,LocationID,PU_passenger,PUTripDistance_count,PickUp_count,PU_fare,PUT_fare,DO_passenger,DOTripDistance_count,DropOff_count,DO_fare,DOT_fare
2020-08,261,4520.0,13024.15,31,51026.01,68367.56,4025.0,12344.18,2768,46133.52,63227.69
2020-08,262,21762.0,35946.59,31,160274.79,244530.72,23025.0,36939.81,16384,164308.91,257004.07
2020-08,263,41565.0,66220.9,31,296974.85,453937.87,35781.0,54300.7,25637,240729.66,380313.11
2020-09,4,1756.0,23178.84,30,20883.97,27701.98,9269.0,18217.36,6501,77996.0,112709.8
2020-09,12,427.0,1213.67,30,4515.95,6042.5199999999995,693.0,1831.83,449,6884.29,9507.62
2020-09,13,6793.0,20124.41,30,75670.04,107763.18,9669.0,29089.5,6696,107820.51,151945.48
2020-09,24,8939.0,15639.23,30,72213.06,99499.78,9695.0,17388.239999999998,6830,76072.62,109024.91
2020-09,41,14521.0,143625.62,30,121453.55,154418.7,22301.0,45318.96,15984,199313.45,264375.86
2020-09,42,8006.0,18596.57,30,88158.17,105581.56,17806.0,50236.07,12875,208700.3,260737.3
2020-09,43,38293.0,54126.65,30,255678.77,393590.07,28436.0,38175.28,19229,181682.36,282431.48
2020-09,45,2002.0,5773.4800000000005,30,25207.02,32964.16,3995.0,10671.75,2887,43282.17,58612.31
2020-09,48,53321.0,87353.51,30,387268.4,585943.29,45947.0,63565.83,32895,300384.17,474823.91000000003
2020-09,50,13573.0,43479.92,30,109471.9,161902.32,21278.0,32305.19,15126,149272.45,231930.95
2020-09,68,38973.0,69934.02,30,310223.19,464576.44,37010.0,53623.45,26084,250135.72,391403.8
2020-09,74,16143.0,31496.48,30,143755.85,179677.63,28449.0,57832.09,20407,250594.01,329900.68
2020-09,75,30980.0,120947.13,30,262535.08,346804.59,43384.0,73086.95,31005,332296.62,467620.76
2020-09,79,38899.0,67631.05,30,292560.59,443591.1,34010.0,57650.62,23869,253001.95,390580.41000000003
2020-09,87,8762.0,202357.06999999998,30,99192.27,137237.94,9936.0,31263.97,7070,115515.49,162150.71
2020-09,88,4447.0,15979.83,30,58108.1,78024.27,4780.0,16080.79,3340,56214.51,76794.17
2020-09,90,37883.0,58087.77,30,267587.66,413287.11,26915.0,39564.53,19277,182273.7,288787.2
2020-09,100,33608.0,60089.27,30,267257.99,395997.85,24769.0,31447.09,17518,157523.21,245721.79
2020-09,107,44790.0,72337.68,30,332430.45,507171.58,35970.0,53905.35,25781,246652.61,388533.19
2020-09,113,26066.0,207182.02000000002,30,191175.73,293251.02,22211.0,53079.85,15884,156643.16,247253.63
2020-09,114,16671.0,27873.89,30,122215.41,186833.26,14370.0,23559.72,9922,104731.93000000001,162132.53
2020-09,116,4340.0,10354.460000000001,30,46170.87,56341.31,8950.0,46890.270000000004,6454,109855.6,139414.36000000002
2020-09,120,19.0,96.57000000000001,12,498.43,584.43,85.0,441.95000000000005,66,1594.26,1862.72
2020-09,125,6806.0,12476.55,30,53841.38,81091.48,5584.0,10190.33,4004,43870.56,66622.32
2020-09,127,395.0,1574.0,30,7270.08,8444.06,1954.0,12022.45,1453,39851.42,48551.46
2020-09,128,53.0,376.14,24,1358.97,1587.17,144.0,890.49,109,2912.67,3518.55
2020-09,137,35404.0,101220.69,30,297367.61,436542.6,32127.0,51133.75,23145,233901.76,356305.09
2020-09,140,53391.0,102043.07,30,459555.58,676008.55,48295.0,75751.45,34868,367407.36,556056.6
2020-09,141,62209.0,89736.07,30,423810.33,659292.9,58978.0,94521.23,41788,376943.92,603508.05
2020-09,142,58272.0,89380.72,30,415168.41,642499.59,51593.0,69055.15,36636,331596.64,531485.38
2020-09,143,26535.0,81454.18000000001,30,193719.5,294619.05,29848.0,42987.6,21034,205005.44,320978.73
2020-09,144,11023.0,20500.58,30,91251.18000000001,134289.15,12563.0,55575.04,8620,103157.8,152229.28
2020-09,148,10301.0,22469.56,30,92359.05,131856.22,11717.0,22995.94,8141,101665.57,148670.29
2020-09,151,28488.0,45848.88,30,215223.27,299485.43,24972.0,39532.53,17577,182508.57,265788.92
2020-09,152,2922.0,6291.87,30,27871.99,34176.16,5376.0,12686.83,3801,52957.07,67188.27
2020-09,153,110.0,544.08,30,2529.33,2887.64,202.0,1489.48,179,5607.59,6362.28
2020-09,158,7492.0,13308.04,30,59338.85,90888.88,13177.0,22083.86,9240,98081.25,152672.81
2020-09,161,58208.0,88643.86,30,421635.92,654523.35,50602.0,63799.33,36875,320684.64,510521.2
2020-09,162,55102.0,83599.31,30,385991.9,606416.3099999999,42440.0,54347.24,30561,273275.9,435314.48
2020-09,163,37671.0,57461.33,30,272495.21,421690.65,34041.0,44467.86,24484,219460.4,349206.66
2020-09,164,33121.0,51983.06,30,240115.82,368849.16,28421.0,38649.07,20196,186940.48,295396.27
2020-09,166,13913.0,25766.48,30,118593.28,157286.73,17507.0,34449.73,12668,148473.97,205024.49
2020-09,170,60748.0,98176.82,30,454707.46,696733.9400000001,55790.0,75375.95,39862,363219.58,578243.34
2020-09,186,66985.0,121652.23,30,541190.61,808736.01,34840.0,45474.24,25080,224833.23,355618.89
2020-09,194,77.0,436.66,30,2009.77,2708.49,383.0,1715.25,285,6638.33,9342.39
2020-09,202,138.0,737.9399999999999,29,3070.97,3641.4,1242.0,4400.98,877,16743.78,21789.51
2020-09,209,3372.0,10274.28,30,39854.3,54137.58,4105.0,12199.81,2886,46815.03,64793.73
2020-09,211,8959.0,16025.44,30,70007.79000000001,105704.69,12484.0,22412.41,8705,99646.99,150950.08000000002
2020-09,224,3539.0,6858.89,30,30894.65,44930.23,8636.0,14389.3,6048,62803.14,97491.79000000001
2020-09,229,43158.0,62561.91,30,287754.06,452564.54,41791.0,56233.229999999996,29532,274887.56,436108.05
2020-09,230,29628.0,50774.41,30,223822.19,338791.18,23491.0,32089.12,16505,150698.02,236031.04
2020-09,231,18707.0,43934.97,30,181376.8,258778.78,22674.0,52759.94,15921,214135.96,310251.17
2020-09,232,2294.0,7699.86,30,35298.96,44282.52,10246.0,24847.46,7282,103106.2,141694.57
2020-09,233,26487.0,42615.27,30,190461.24,292110.7,28856.0,41651.56,20479,193003.09,305740.16000000003
2020-09,234,47579.0,71434.13,30,335618.05,519038.57,38896.0,52913.42,27706,251829.54,402556.19
2020-09,236,92640.0,126554.76,30,626255.47,978720.52,93776.0,117180.41,66238,587512.14,942758.05
2020-09,237,96726.0,122706.22,30,618445.43,983720.3099999999,83836.0,94690.9,59804,505397.43,818813.3
2020-09,238,53950.0,85127.63,30,395865.73,592750.99,53236.0,80536.5,37552,375237.98,578816.75
2020-09,239,60046.0,86179.51,30,407034.83999999997,640802.7,54409.0,74820.45,38618,356266.52,572740.93
2020-09,243,773.0,2854.11,30,13328.19,15656.12,5026.0,28029.190000000002,3695,94069.88,116975.44
2020-09,244,3739.0,12226.01,30,51601.47,62140.31,10361.0,45574.25,7451,160729.0,200302.42
2020-09,246,15463.0,26215.14,30,119586.05,181110.99,23769.0,35814.95,16814,168840.88,261678.35
2020-09,249,35683.0,58726.22,30,257720.09,399228.58,29087.0,43378.65,20515,198308.63,316276.83
2020-09,261,6684.0,18529.62,30,71237.45,98178.52,5922.0,17730.58,4106,65806.63,91612.58
2020-09,262,30510.0,49089.36,30,224015.5,344867.6,32835.0,50073.49,23162,230286.62,362200.79
2020-09,263,53297.0,81642.95,30,374133.94,575006.61,47677.0,133568.65,33712,320501.46,505927.07
2020-10,4,2162.0,5371.77,31,25548.59,34547.66,10939.0,21360.64,7813,93065.63,134930.09
2020-10,12,464.0,1496.1,31,5544.16,7448.78,748.0,1850.52,472,7163.71,9923.17
2020-10,13,9203.0,26362.9,31,100613.45,144582.08,11937.0,35715.47,8307,133135.67,188486.59
2020-10,24,10502.0,17762.01,31,83074.24,114389.86,11587.0,20189.62,8063,89935.65,128697.31
2020-10,41,16292.0,27556.21,31,1131639.15,1168476.6400000001,25129.0,51089.2,17858,224917.66999999998,300510.78
2020-10,42,8244.0,19760.95,31,92516.86,111698.97,19289.0,55980.05,14015,1230251.1,1288002.38
2020-10,43,49890.0,67580.39,31,329274.24,505621.64,35879.0,46007.21,23973,226513.68,353338.4
2020-10,45,2305.0,7146.93,31,30410.36,39389.01,4654.0,12160.01,3318,50255.53,67971.11
2020-10,48,64646.0,102681.42,31,464620.49,707447.22,56613.0,76834.4,39820,370085.59,583134.0800000001
2020-10,50,16757.0,29115.989999999998,31,131450.41,195461.54,26652.0,39304.38,18760,183339.8,285880.56
2020-10,68,48952.0,84935.88,31,385989.19,580763.62,47088.0,66235.8,32982,316310.65,495824.24
2020-10,74,17064.0,33321.31,31,153997.31,192634.89,31547.0,65067.85,22502,279001.66,368575.13
2020-10,75,36023.0,65103.32,31,300564.17,401126.94,50392.0,184997.16,35946,382936.79,543089.54
2020-10,79,52807.0,91508.19,31,399796.17,608353.69,45835.0,76225.39,31841,340861.07,526016.31
2020-10,87,10064.0,30606.95,31,116290.24,162443.75,12314.0,37482.02,8808,140684.81,198337.04
2020-10,88,5668.0,19560.26,31,70478.98,95898.68,5689.0,18443.78,3919,65149.73,89138.62
2020-10,90,46657.0,71703.84,31,335994.73,519662.57,35600.0,50012.62,25335,237182.57,377591.68
2020-10,100,39693.0,65580.23,31,301123.29,451528.55,29966.0,38012.92,21256,194050.21,303680.05
2020-10,107,56043.0,88256.99,31,410429.7,629538.41,46534.0,67363.78,33050,316988.78,499474.04
2020-10,113,35119.0,96635.70999999999,31,253876.25,390485.35,29528.0,44211.31,21066,208172.78,327887.2
2020-10,114,24262.0,139248.49,31,176632.12,271583.44,19700.0,31037.62,13676,143494.11,222398.13
2020-10,116,4266.0,10875.4,31,46779.06,57644.64,9706.0,30957.34,6967,120651.5,153569.57
2020-10,120,25.0,152.11,13,533.1,626.4300000000001,77.0,544.48,66,1772.5,2086.49
