,Unnamed: 0,Date,PU_passenger,PUTripDistance_count,PickUp_count,PU_fare,PUT_fare,LocationID,DO_passenger,DOTripDistance_count,DropOff_count,DO_fare,DOT_fare,Year
15164,53958,2021-08-20,145.0,479.64,126,2045.6,2789.84,45,387.0,1005.46,278,4154.69,5862.7,2021
15165,53960,2021-08-20,4099.0,7731.54,2949,34134.9,51708.39,48,3766.0,6947.72,2621,30769.75,47376.43,2021
15166,53962,2021-08-20,1120.0,2308.74,868,10112.84,15219.46,50,1617.0,3074.08,1182,13529.78,20749.71,2021
15167,53977,2021-08-20,3290.0,6198.34,2344,28367.69,42853.68,68,3233.0,5970.08,2335,27062.5,41653.17,2021
15168,53983,2021-08-20,590.0,1421.64,507,6511.25,8371.4,74,1219.0,3244.9,1000,13460.72,18180.56,2021
15169,53984,2021-08-20,1254.0,2858.0,983,12274.84,16645.99,75,2014.0,4008.51,1505,17090.21,24516.68,2021
15170,53988,2021-08-20,4248.0,8190.46,3107,36095.72,55351.46,79,3839.0,7387.42,2711,31758.69,49165.15,2021
15171,53995,2021-08-20,872.0,2704.63,642,10222.92,14733.76,87,1057.0,3349.34,757,12505.22,17890.53,2021
15172,53996,2021-08-20,460.0,1478.74,302,4844.12,6762.89,88,481.0,1585.22,337,5601.51,7781.14,2021
15173,53998,2021-08-20,2598.0,4659.03,1942,20956.74,32836.67,90,1868.0,3186.77,1375,14813.3,23283.08,2021
15174,54007,2021-08-20,2286.0,3957.55,1599,18204.65,27462.35,100,2079.0,3491.1,1444,16840.64,25599.88,2021
15175,54011,2021-08-20,3705.0,6300.84,2690,28910.21,45059.67,107,2844.0,4694.55,2056,21186.9,33888.520000000004,2021
15176,54014,2021-08-20,1832.0,3317.21,1364,15182.92,23441.34,113,1626.0,3136.63,1192,13677.13,21481.22,2021
15177,54015,2021-08-20,1895.0,3313.97,1291,14638.53,22646.14,114,1585.0,2663.95,1107,12172.21,19055.87,2021
15178,54016,2021-08-20,196.0,592.46,148,2621.65,3260.03,116,424.0,1921.59,327,6937.28,9167.17,2021
15179,54019,2021-08-20,1.0,3.66,1,15.0,16.8,120,1.0,32.290000000000006,3,104.71,119.16,2021
15180,54024,2021-08-20,734.0,1454.79,501,6257.33,9394.8,125,628.0,1541.53,449,6280.25,9327.53,2021
15181,54026,2021-08-20,15.0,84.15,15,299.42,383.69,127,119.0,891.18,89,2767.83,3517.22,2021
15182,54035,2021-08-20,2226.0,4440.46,1702,19255.13,29418.18,137,2165.0,3454.08,1584,15811.85,25177.47,2021
15183,54038,2021-08-20,2823.0,5949.09,2079,25264.94,37821.05,140,2677.0,5412.05,2034,22887.0,35008.79,2021
15184,54039,2021-08-20,3808.0,6795.89,2792,29652.42,46164.66,141,3602.0,5923.81,2572,25928.37,41252.66,2021
15185,54040,2021-08-20,4019.0,6791.42,2888,30765.33,47752.23,142,3316.0,5501.98,2414,24582.65,38896.21,2021
15186,54041,2021-08-20,1730.0,3107.36,1272,14069.07,21675.85,143,1951.0,3365.88,1423,15005.41,23483.87,2021
15187,54042,2021-08-20,1168.0,2395.5,847,10899.77,16171.31,144,1530.0,3118.88,1067,14072.69,21000.66,2021
15188,54046,2021-08-20,1557.0,3415.82,1085,14215.33,21054.58,148,2017.0,3909.98,1369,17701.22,26306.47,2021
15189,54049,2021-08-20,1454.0,3101.15,1099,13392.46,19012.49,151,1359.0,12798.1,977,11673.18,17257.66,2021
15190,54050,2021-08-20,125.0,415.59,98,1691.67,2128.02,152,215.0,707.68,154,2714.11,3446.85,2021
15191,54051,2021-08-20,6.0,32.81,4,119.97,135.92,153,12.0,87.05,9,358.45,424.62,2021
15192,54055,2021-08-20,1199.0,2137.05,811,9725.7,14971.32,158,1577.0,2799.6,1076,12402.65,19049.25,2021
15193,54058,2021-08-20,4442.0,7365.91,3183,34758.21,53957.96,161,3915.0,5893.75,2833,27401.04,43253.16,2021
15194,54059,2021-08-20,4017.0,6722.36,2829,29612.26,46369.76,162,3412.0,6034.67,2502,26073.88,41287.47,2021
15195,54060,2021-08-20,3512.0,5853.31,2498,27095.53,41783.89,163,3314.0,5565.72,2334,24572.55,38570.96,2021
15196,54061,2021-08-20,3153.0,5163.92,2203,24179.26,37432.42,164,2865.0,5304.82,2009,23537.54,36353.96,2021
15197,54063,2021-08-20,694.0,11616.23,531,7114.94,10011.21,166,958.0,2418.77,689,9503.34,13338.05,2021
15198,54067,2021-08-20,4670.0,8033.8,3370,37326.44,58055.12,170,4423.0,7315.65,3240,33722.6,53258.93,2021
15199,54080,2021-08-20,4908.0,8546.8,3501,40452.15,61092.56,186,3644.0,5859.18,2635,28754.05,44464.65,2021
15200,54086,2021-08-20,3.0,33.81,4,184.24,259.51,194,10.0,99.01,11,347.37,462.53,2021
15201,54092,2021-08-20,3.0,39.78,4,143.75,169.04000000000002,202,77.0,330.26,57,1207.4,1613.83,2021
15202,54097,2021-08-20,280.0,823.23,209,3322.54,4679.21,209,441.0,1354.13,314,4995.21,7218.81,2021
15203,54099,2021-08-20,1045.0,2082.63,744,9312.28,13867.71,211,1257.0,2592.75,917,11774.0,17672.96,2021
15204,54110,2021-08-20,208.0,565.51,171,2324.47,3419.99,224,503.0,1132.14,385,4708.72,7279.29,2021
15205,54115,2021-08-20,2907.0,4943.64,2161,21819.31,34236.4,229,2940.0,4944.68,2143,21831.69,34815.28,2021
15206,54116,2021-08-20,3373.0,6242.87,2273,27726.22,41641.36,230,3201.0,6663.37,2144,27845.42,42124.84,2021
15207,54117,2021-08-20,1930.0,4537.78,1369,18906.82,27592.0,231,1836.0,4945.5,1312,19432.6,28333.15,2021
15208,54118,2021-08-20,658.0,1514.57,435,6380.78,9016.38,232,1327.0,3137.46,880,12668.58,17878.18,2021
15209,54119,2021-08-20,2076.0,3926.57,1477,16586.41,25800.17,233,2130.0,3921.37,1537,16371.98,25794.04,2021
15210,54120,2021-08-20,3739.0,5996.15,2727,28858.0,45108.39,234,3314.0,5106.74,2413,24107.01,38453.06,2021
15211,54122,2021-08-20,4590.0,7836.2,3417,35732.48,55560.54,236,4528.0,7180.79,3335,32512.97,51692.22,2021
15212,54123,2021-08-20,5450.0,8174.96,3964,38099.49,60301.3,237,4780.0,6440.1,3467,31135.6,50406.92,2021
15213,54124,2021-08-20,2795.0,5482.34,2125,24434.17,36690.95,238,2906.0,5764.41,2154,24534.11,37884.4,2021
15214,54125,2021-08-20,3717.0,6481.7,2701,29072.77,45158.5,239,3323.0,6140.63,2419,26135.89,41111.8,2021
15215,54129,2021-08-20,19.0,196.4,23,815.6,1021.34,243,264.0,1938.69,198,6034.89,7743.87,2021
15216,54130,2021-08-20,193.0,917.04,167,3410.19,4282.41,244,565.0,3111.79,436,10870.02,13840.04,2021
15217,54131,2021-08-20,1663.0,3167.31,1191,14328.46,21820.31,246,2199.0,3819.82,1563,17600.73,27099.67,2021
15218,54134,2021-08-20,3270.0,5865.39,2376,26463.77,41239.43,249,2642.0,4117.95,1903,19275.32,30880.16,2021
15219,54145,2021-08-20,731.0,2013.12,472,7918.3,11158.29,261,589.0,2054.71,389,7241.24,10131.03,2021
15220,54146,2021-08-20,1659.0,3749.29,1257,15265.56,23128.33,262,1836.0,3873.19,1326,15505.39,24207.4,2021
15221,54147,2021-08-20,3232.0,6408.91,2359,27022.98,41529.85,263,2790.0,5272.46,2072,22061.96,34672.31,2021
15222,54151,2021-08-21,365.0,962.4,299,4149.06,5934.56,4,922.0,1921.47,668,8251.17,12086.51,2021
15223,54156,2021-08-21,111.0,242.49,58,919.12,1244.88,12,130.0,272.27,71,1075.5,1490.59,2021
15224,54157,2021-08-21,1095.0,3107.35,726,11631.57,16325.46,13,1402.0,3777.86,911,14194.79,19868.43,2021
15225,54168,2021-08-21,447.0,938.25,323,4021.72,5538.25,24,490.0,1288.16,363,4951.5,7061.68,2021
15226,54182,2021-08-21,590.0,1429.11,469,6237.04,8161.72,41,1048.0,2927.95,796,11646.47,16072.03,2021
15227,54183,2021-08-21,199.0,799.27,197,3289.81,4069.15,42,696.0,2825.49,547,10273.31,13302.29,2021
15228,54184,2021-08-21,2691.0,3928.96,1644,17748.51,26777.9,43,2398.0,3699.78,1545,16353.22,24776.58,2021
15229,54186,2021-08-21,213.0,588.3100000000001,169,2474.21,3425.11,45,438.0,1144.98,308,4667.79,6469.94,2021
15230,54189,2021-08-21,4535.0,9049.69,3186,39995.87,58982.24,48,4109.0,7222.13,2885,33161.28,49955.03,2021
15231,54191,2021-08-21,1332.0,2608.38,970,11385.0,16914.18,50,1871.0,3326.93,1355,15016.48,22913.59,2021
15232,54207,2021-08-21,3891.0,6981.53,2648,32252.17,47887.58,68,3597.0,6121.73,2459,27664.4,41981.46,2021
15233,54212,2021-08-21,668.0,1584.2,502,6465.47,8358.98,74,1296.0,37604.66,961,12966.38,17464.63,2021
15234,54213,2021-08-21,1024.0,36365.22,757,8935.71,12157.59,75,1728.0,3538.63,1250,14105.12,20177.89,2021
15235,54217,2021-08-21,6624.0,12198.53,4581,52957.39,80840.79,79,4572.0,8154.62,3237,36676.17,55939.52,2021
15236,54224,2021-08-21,970.0,2909.3,711,11279.61,16000.05,87,1203.0,3586.41,877,13350.8,19268.5,2021
15237,54225,2021-08-21,377.0,1157.89,255,4318.21,5914.49,88,506.0,1543.89,343,5551.97,7649.67,2021
15238,54227,2021-08-21,3151.0,5158.55,2244,23645.15,36321.94,90,2398.0,3794.2,1683,17168.24,26829.09,2021
15239,54235,2021-08-21,2000.0,3694.48,1363,17035.8,24766.62,100,1730.0,2719.33,1207,13084.2,19668.33,2021
15240,54239,2021-08-21,4077.0,6763.45,2845,30346.36,47043.36,107,3183.0,4941.64,2208,21938.18,34662.93,2021
15241,54243,2021-08-21,2082.0,3353.32,1463,15685.61,23992.21,113,1608.0,2774.71,1170,12344.86,19136.16,2021
15242,54244,2021-08-21,2201.0,3983.97,1567,17935.24,27062.17,114,1768.0,2911.92,1215,13590.43,20855.87,2021
15243,54246,2021-08-21,175.0,676.43,161,2708.74,3433.16,116,516.0,2332.35,405,7989.68,10490.48,2021
15244,54252,2021-08-21,1026.0,1872.24,684,8164.26,12236.69,125,796.0,1414.85,511,6097.66,9147.83,2021
15245,54254,2021-08-21,19.0,68.56,12,252.88,285.58,127,109.0,894.73,85,2645.38,3324.45,2021
15246,54255,2021-08-21,1.0,0.0,1,49.2,56.55,128,7.0,45.25,6,151.5,196.76,2021
15247,54264,2021-08-21,2076.0,3856.28,1531,16766.62,25679.2,137,2252.0,3385.47,1599,15766.72,24805.24,2021
15248,54267,2021-08-21,1940.0,73871.69,1403,16471.04,24679.43,140,2139.0,4276.16,1565,17501.13,26777.25,2021
15249,54268,2021-08-21,4049.0,6912.38,2846,29406.1,45272.61,141,3634.0,6035.58,2545,25772.13,40177.06,2021
15250,54269,2021-08-21,4075.0,7063.05,2837,31080.38,47391.27,142,3509.0,5848.08,2418,25648.68,39530.52,2021
15251,54270,2021-08-21,1423.0,2862.48,1120,12582.65,19158.56,143,1820.0,3641.13,1315,15476.74,23442.63,2021
15252,54271,2021-08-21,1680.0,3372.42,1192,15191.1,22195.29,144,1836.0,3241.09,1243,15002.31,22132.58,2021
15253,54275,2021-08-21,2675.0,5992.81,1895,25007.07,36868.18,148,2654.0,82732.06,1858,23863.18,35037.52,2021
15254,54278,2021-08-21,1354.0,2727.8,995,11718.95,16457.6,151,1332.0,2776.28,962,11305.38,16455.34,2021
15255,54279,2021-08-21,176.0,448.15,140,1804.31,2228.67,152,292.0,854.91,219,3266.56,4245.03,2021
15256,54280,2021-08-21,1.0,11.66,2,42.02,46.12,153,1.0,24.630000000000003,3,110.9,140.9,2021
15257,54284,2021-08-21,1434.0,2730.63,980,12269.75,18465.44,158,1732.0,2888.04,1164,13336.09,20360.95,2021
15258,54287,2021-08-21,3352.0,5170.14,2212,23611.18,35595.41,161,2994.0,4097.4,1961,19102.4,29510.33,2021
15259,54288,2021-08-21,3374.0,5388.74,2281,23944.15,36799.23,162,2708.0,3924.95,1803,17715.66,27777.91,2021
15260,54289,2021-08-21,2948.0,4945.75,2006,21929.06,32885.97,163,2640.0,4707.54,1845,20652.25,31335.09,2021
15261,54290,2021-08-21,2986.0,5330.61,2077,24054.92,36256.23,164,2629.0,3997.73,1854,19164.99,29779.42,2021
15262,54292,2021-08-21,688.0,1686.92,533,7388.3,9930.47,166,878.0,2472.21,629,9424.71,13023.82,2021
15263,54296,2021-08-21,4341.0,7560.24,3034,33653.32,51596.53,170,3941.0,5795.67,2762,26741.21,42243.54,2021
15264,54310,2021-08-21,4276.0,8092.57,3051,37784.43,55588.27,186,3611.0,75437.64,2505,26325.69,40320.76,2021
15265,54317,2021-08-21,4.0,14.7,4,117.9,149.07,194,21.0,83.68,17,290.13,499.69,2021
15266,54324,2021-08-21,4.0,29.15,4,108.0,131.36,202,75.0,409.15,59,1403.48,1845.82,2021
15267,54330,2021-08-21,292.0,907.63,221,3363.26,4743.76,209,468.0,1244.3,316,4692.05,6679.82,2021
15268,54332,2021-08-21,1453.0,2494.49,970,11303.56,16940.87,211,1603.0,2607.98,1078,12198.74,18220.81,2021
15269,54343,2021-08-21,281.0,627.24,221,2720.29,4103.82,224,617.0,1352.08,441,5489.39,8393.41,2021
15270,54348,2021-08-21,3093.0,5128.54,2182,22274.2,34325.48,229,2967.0,4781.54,2119,21267.55,33324.6,2021
15271,54349,2021-08-21,3196.0,6059.5,2109,26353.36,38715.7,230,2751.0,5151.81,1786,22657.74,32991.69,2021
15272,54350,2021-08-21,2048.0,4420.88,1428,18783.64,27505.85,231,1962.0,4684.3,1378,18728.3,27465.54,2021
15273,54351,2021-08-21,1052.0,2439.19,680,10323.29,14396.96,232,1606.0,3648.69,1106,15147.87,21558.83,2021
15274,54352,2021-08-21,2014.0,3690.14,1444,16024.99,24442.85,233,2229.0,3498.19,1580,15700.46,24564.6,2021
15275,54353,2021-08-21,4054.0,6483.81,2837,30109.05,46379.44,234,3470.0,4747.96,2406,22698.36,35895.93,2021
15276,54355,2021-08-21,3839.0,6612.32,2750,28856.57,44147.58,236,3709.0,6188.47,2695,27030.02,42038.29,2021
15277,54356,2021-08-21,4496.0,6604.21,3154,30158.7,46843.87,237,4141.0,5648.96,2856,26069.99,41121.74,2021
15278,54357,2021-08-21,2671.0,5409.97,1952,22606.86,33428.73,238,2460.0,5151.99,1798,21111.73,31764.86,2021
15279,54358,2021-08-21,3819.0,7541.79,2767,32383.03,48872.46,239,3742.0,6827.11,2656,29848.68,45602.54,2021
15280,54362,2021-08-21,26.0,268.55,32,1007.34,1195.83,243,325.0,2205.39,250,7029.83,9087.41,2021
15281,54363,2021-08-21,179.0,656.69,148,2661.06,3300.74,244,502.0,2807.45,393,9344.93,12025.59,2021
15282,54364,2021-08-21,2291.0,3913.12,1555,18342.16,27282.3,246,2587.0,4162.66,1781,19426.06,29411.02,2021
15283,54367,2021-08-21,3814.0,6690.1,2646,29915.44,45916.16,249,3068.0,4827.47,2157,22254.8,34771.53,2021
15284,54378,2021-08-21,781.0,1893.82,513,7585.6,10511.61,261,706.0,2008.46,474,7402.93,10418.29,2021
15285,54379,2021-08-21,1464.0,3243.46,1103,13325.8,19963.62,262,1813.0,3938.13,1305,15899.22,24162.08,2021
15286,54380,2021-08-21,3457.0,6808.08,2509,27656.28,41986.72,263,3047.0,6110.58,2171,24343.5,37416.19,2021
15287,54385,2021-08-22,90.0,467.44,110,1867.84,2663.34,4,334.0,956.13,267,3580.27,5276.0,2021
15288,54389,2021-08-22,2.0,7.35,2,27.5,35.6,12,17.0,33.66,8,123.5,171.36,2021
15289,54390,2021-08-22,245.0,1048.45,211,3925.23,5486.79,13,466.0,1887.39,320,6109.76,8470.46,2021
15290,54400,2021-08-22,186.0,451.8,165,1994.25,2792.53,24,292.0,1101.83,242,4059.32,5581.11,2021
15291,54413,2021-08-22,248.0,552.01,188,2321.15,3083.4,41,563.0,2655.09,425,6702.0,9256.3,2021
15292,54414,2021-08-22,95.0,451.4,118,1980.8,2514.74,42,428.0,2044.25,354,7084.71,9263.35,2021
15293,54415,2021-08-22,1148.0,1817.12,751,7637.3,11663.74,43,907.0,1522.27,617,6314.38,9775.06,2021
15294,54417,2021-08-22,121.0,350.2,85,1383.49,1949.69,45,204.0,618.51,163,2392.67,3358.93,2021
15295,54419,2021-08-22,2617.0,6453.96,1911,23318.64,34334.6,48,2502.0,4938.03,1749,20421.32,30864.87,2021
15296,54421,2021-08-22,575.0,1392.27,465,5648.93,8380.43,50,933.0,2122.62,718,8159.68,12717.96,2021
15297,54434,2021-08-22,1989.0,4118.63,1479,17123.41,25665.35,68,2045.0,3889.63,1452,15501.7,24129.99,2021
15298,54439,2021-08-22,281.0,709.0,219,2939.15,3798.01,74,632.0,1952.77,470,6820.53,9178.51,2021
15299,54440,2021-08-22,523.0,1201.25,440,4966.62,6847.46,75,969.0,2579.98,738,9630.69,13692.03,2021
15300,54444,2021-08-22,2674.0,5852.24,2076,23939.57,36358.26,79,1976.0,4695.07,1464,18452.76,27834.9,2021
15301,54451,2021-08-22,224.0,1036.6,206,3921.28,5435.26,87,499.0,2060.44,410,7139.53,10031.42,2021
15302,54452,2021-08-22,70.0,308.51,61,991.15,1377.7,88,172.0,641.45,117,2087.52,2921.17,2021
15303,54454,2021-08-22,1470.0,2952.19,1119,12327.2,18957.27,90,1262.0,2554.04,926,10332.87,16173.93,2021
15304,54462,2021-08-22,1252.0,2692.06,886,11195.58,16290.67,100,950.0,1403.03,623,6634.67,9906.57,2021
15305,54465,2021-08-22,1672.0,3212.05,1246,13400.6,20774.67,107,1646.0,3157.32,1164,12509.09,19799.82,2021
15306,54467,2021-08-22,780.0,1463.23,595,6608.39,10014.54,113,766.0,2016.42,601,7383.56,11297.17,2021
15307,54468,2021-08-22,910.0,1781.01,664,7443.34,11405.26,114,647.0,1439.56,492,5719.62,8579.64,2021
15308,54470,2021-08-22,79.0,390.29,91,1508.5,1936.18,116,289.0,1437.1,234,4880.55,6514.09,2021
15309,54476,2021-08-22,379.0,864.91,263,3404.84,5049.34,125,329.0,879.51,251,3330.86,4912.69,2021
15310,54478,2021-08-22,6.0,32.15,6,104.99,129.76,127,82.0,634.64,61,1873.1,2423.63,2021
15311,54486,2021-08-22,1019.0,2299.65,847,9225.42,14034.0,137,1207.0,24850.7,932,9441.9,14963.9,2021
15312,54489,2021-08-22,949.0,1849.93,715,7649.17,11748.0,140,1136.0,2619.45,884,10218.73,15722.28,2021
15313,54490,2021-08-22,1913.0,3318.42,1353,12940.7,20267.6,141,1912.0,154473.27,1420,15803.26,24565.02,2021
15314,54491,2021-08-22,1984.0,3598.55,1465,15682.76,23988.84,142,1830.0,3342.14,1300,13772.46,21505.91,2021
15315,54492,2021-08-22,679.0,1527.38,548,6497.58,9723.08,143,981.0,2304.16,702,8770.34,13325.27,2021
15316,54493,2021-08-22,708.0,1658.53,505,6487.48,9487.36,144,784.0,1717.9,520,6795.98,9918.93,2021
15317,54497,2021-08-22,1238.0,3861.09,934,12936.34,18898.49,148,931.0,44430.96000000001,698,9545.42,13800.89,2021
15318,54500,2021-08-22,600.0,1421.73,490,5856.92,8161.72,151,745.0,2034.05,553,7175.68,10296.71,2021
15319,54501,2021-08-22,112.0,320.34,80,1159.71,1457.93,152,169.0,777.32,139,2684.7,3492.69,2021
15320,54506,2021-08-22,445.0,929.56,333,4018.72,6121.9800000000005,158,624.0,1480.95,472,5836.29,8812.84,2021
15321,54509,2021-08-22,1699.0,2965.72,1165,12296.86,18783.89,161,1318.0,2031.38,935,8616.96,13602.72,2021
15322,54510,2021-08-22,1633.0,3135.31,1146,12821.25,19448.76,162,1275.0,2408.65,881,9196.62,14404.62,2021
15323,54511,2021-08-22,1877.0,3794.08,1305,14985.64,22669.54,163,1441.0,2557.04,997,10436.53,16140.7,2021
15324,54512,2021-08-22,1477.0,153474.52,1092,12683.16,19112.07,164,1365.0,2716.65,986,11113.36,17353.56,2021
15325,54514,2021-08-22,311.0,743.34,243,3221.04,4353.35,166,450.0,1663.79,369,5933.04,8203.18,2021
15326,54518,2021-08-22,1887.0,3533.82,1417,15284.78,23683.98,170,1865.0,3733.04,1370,15520.12,24225.91,2021
15327,54530,2021-08-22,3765.0,7807.05,2684,30917.23,46900.71,186,1699.0,2856.02,1240,12707.19,19595.89,2021
15328,54536,2021-08-22,3.0,8.48,2,104.0,130.57,194,11.0,50.63,7,175.73,260.8,2021
15329,54543,2021-08-22,1.0,0.12,1,52.0,63.36,202,92.0,397.87,57,1339.34,1723.24,2021
15330,54548,2021-08-22,87.0,269.62,73,1029.86,1483.48,209,167.0,600.46,119,2038.0,2862.93,2021
15331,54550,2021-08-22,511.0,1086.44,388,4693.53,7015.55,211,550.0,1260.57,411,5124.3,7590.73,2021
15332,54561,2021-08-22,72.0,233.75,67,1011.41,1505.86,224,255.0,620.87,187,2387.6,3628.49,2021
15333,54566,2021-08-22,1485.0,2781.24,1065,11567.4,17763.63,229,1565.0,3026.5,1137,12027.02,18681.03,2021
15334,54567,2021-08-22,2245.0,4781.02,1482,19375.26,28362.22,230,1889.0,3347.1,1202,13538.12,20544.09,2021
15335,54568,2021-08-22,701.0,1983.84,568,7928.51,11386.61,231,833.0,2862.15,615,9253.84,13296.26,2021
15336,54569,2021-08-22,263.0,722.1,196,3194.64,4381.42,232,553.0,1952.41,418,6640.64,9264.31,2021
15337,54570,2021-08-22,948.0,2054.38,722,8425.35,12826.34,233,1161.0,2286.64,848,9361.51,14785.68,2021
15338,54571,2021-08-22,1771.0,3220.07,1259,13405.5,20847.33,234,1553.0,2669.84,1122,11121.81,17677.04,2021
15339,54573,2021-08-22,1940.0,3233.13,1367,12774.82,20159.28,236,2061.0,3827.82,1477,15185.21,23787.96,2021
15340,54574,2021-08-22,2072.0,3100.04,1402,13530.4,20979.96,237,1756.0,2494.2,1209,11039.04,17651.61,2021
15341,54575,2021-08-22,1348.0,2961.84,1049,11949.51,17575.1,238,1510.0,3716.99,1121,13909.74,21030.1,2021
15342,54576,2021-08-22,2192.0,3839.99,1560,16447.52,25378.98,239,2056.0,4131.31,1520,16682.25,26048.52,2021
15343,54580,2021-08-22,18.0,83.56,18,395.41,529.99,243,181.0,1369.97,144,4261.21,5465.75,2021
15344,54581,2021-08-22,66.0,350.21,74,1358.36,1699.68,244,347.0,2198.24,288,6907.92,8878.17,2021
15345,54582,2021-08-22,878.0,1778.87,634,7626.66,11427.51,246,1050.0,2052.52,772,8697.73,13191.58,2021
15346,54584,2021-08-22,1520.0,3194.38,1145,13139.73,20009.77,249,1223.0,2724.26,917,10686.29,16464.4,2021
15347,54593,2021-08-22,286.0,934.83,206,3203.07,4550.04,261,284.0,1031.3,202,3426.46,4823.14,2021
15348,54594,2021-08-22,608.0,43604.11000000001,495,6025.91,9044.93,262,957.0,2718.53,746,10045.61,15238.47,2021
15349,54595,2021-08-22,1794.0,3617.14,1289,13458.1,20944.76,263,1571.0,3618.66,1166,13757.05,21283.25,2021
15350,54600,2021-08-23,60.0,334.24,88,1502.31,2121.92,4,372.0,1093.56,297,4170.02,6018.88,2021
15351,54606,2021-08-23,33.0,112.04,21,419.79,544.21,12,67.0,196.34,43,739.38,994.73,2021
15352,54607,2021-08-23,680.0,2240.83,497,8043.77,11463.4,13,793.0,2945.2,570,10281.14,14467.77,2021
15353,54617,2021-08-23,393.0,807.36,280,3477.89,4939.43,24,456.0,1082.4,296,3964.24,5808.2,2021
15354,54631,2021-08-23,397.0,898.29,346,4027.01,5490.22,41,842.0,2515.26,625,9518.77,13210.35,2021
15355,54632,2021-08-23,130.0,42882.16,143,2689.29,3274.89,42,492.0,2317.17,413,8489.5,11111.36,2021
15356,54633,2021-08-23,1733.0,2677.85,1218,12272.86,19062.56,43,1463.0,2296.44,1000,10250.69,16024.67,2021
15357,54635,2021-08-23,110.0,460.16,102,1841.27,2437.22,45,247.0,712.53,185,2877.98,3993.13,2021
15358,54637,2021-08-23,2876.0,5566.62,2107,23845.39,36174.8,48,2834.0,5678.21,1996,23209.3,35845.770000000004,2021
15359,54639,2021-08-23,762.0,1654.69,610,7107.86,10644.7,50,1150.0,2752.35,879,9233.06,14600.14,2021
15360,54654,2021-08-23,2433.0,4917.32,1821,21219.5,32118.65,68,2297.0,4572.65,1743,19880.36,30834.27,2021
15361,54660,2021-08-23,461.0,1068.21,353,4458.12,5862.18,74,879.0,2275.05,670,8718.03,12012.36,2021
15362,54661,2021-08-23,1104.0,2376.72,854,10183.68,14027.45,75,1727.0,3853.12,1317,15658.65,22526.68,2021
15363,54665,2021-08-23,1918.0,3946.88,1420,16911.29,25613.27,79,2060.0,5074.36,1485,19510.47,29703.33,2021
15364,54672,2021-08-23,509.0,1841.99,396,6599.16,9274.88,87,635.0,2731.44,477,9105.53,12849.7,2021
15365,54673,2021-08-23,277.0,871.66,186,3114.52,4297.36,88,267.0,1173.14,213,3946.1,5444.41,2021
15366,54675,2021-08-23,1707.0,3146.89,1334,13765.56,21598.83,90,1427.0,13073.920000000002,1041,11276.27,18057.14,2021
15367,54683,2021-08-23,1962.0,3731.54,1454,16633.81,24980.82,100,1736.0,3050.03,1285,13825.45,21466.91,2021
15368,54687,2021-08-23,2346.0,4389.18,1754,18348.15,28698.28,107,2188.0,4240.0,1625,17749.97,27986.9,2021
15369,54690,2021-08-23,1558.0,2439.77,1084,11035.38,17424.16,113,1413.0,2875.53,1001,11724.88,18258.8,2021
15370,54691,2021-08-23,1028.0,2127.98,765,8855.41,13555.57,114,974.0,1981.76,710,8361.55,12960.9,2021
15371,54692,2021-08-23,122.0,427.03,107,1811.08,2261.55,116,339.0,1551.29,267,5423.94,7091.2,2021
15372,54695,2021-08-23,0.0,4.35,1,25.45,29.0,120,5.0,44.95,4,130.0,156.5,2021
15373,54700,2021-08-23,472.0,1030.27,337,4093.31,6208.11,125,397.0,993.52,296,3943.77,5883.9400000000005,2021
15374,54702,2021-08-23,3.0,45.75,6,185.04,256.1,127,78.0,633.68,59,1792.26,2292.9,2021
15375,54711,2021-08-23,1599.0,3192.01,1221,13432.13,20530.67,137,1557.0,2867.21,1209,12827.66,19895.77,2021
15376,54714,2021-08-23,2653.0,5682.18,2096,24162.19,36070.71,140,2597.0,47305.34999999999,2004,21618.64,33291.29,2021
15377,54715,2021-08-23,3162.0,15232.35,2332,22054.62,35069.99,141,3136.0,5318.3,2296,23134.98,37145.64,2021
15378,54716,2021-08-23,3240.0,5099.34,2319,23254.17,36659.47,142,2767.0,4753.11,2060,20816.91,33294.020000000004,2021
15379,54717,2021-08-23,1350.0,2516.87,1029,11049.11,17097.38,143,1665.0,3263.17,1231,13668.9,21484.62,2021
15380,54718,2021-08-23,789.0,1653.0,572,7306.8,10823.65,144,943.0,2452.32,687,9828.16,14478.15,2021
15381,54722,2021-08-23,675.0,1782.28,496,6993.36,10080.53,148,917.0,2653.86,668,10269.57,14812.0,2021
15382,54724,2021-08-23,1114.0,2287.14,832,9841.09,14164.03,151,1138.0,2634.59,828,10045.68,14994.35,2021
15383,54725,2021-08-23,104.0,346.99,88,1347.66,1688.83,152,174.0,638.9,134,2253.2,2965.79,2021
15384,54726,2021-08-23,0.0,11.75,1,41.8,51.9,153,6.0,82.7,5,241.39,286.31,2021
15385,54729,2021-08-23,460.0,987.69,345,4178.79,6399.03,158,802.0,1724.0,602,7140.97,11118.16,2021
15386,54732,2021-08-23,4010.0,48754.86000000001,2955,29529.16,46884.61,161,3518.0,5604.52,2758,25901.55,41275.18,2021
15387,54733,2021-08-23,3834.0,6283.45,2774,28035.74,44403.5,162,3022.0,4942.92,2230,22362.59,35592.04,2021
15388,54734,2021-08-23,2821.0,4909.91,2095,22051.14,34414.83,163,2432.0,4294.33,1769,18555.66,29236.58,2021
